Addresse,code_commune_insee,departement,Latitude,Longitude,Distance,DurationPoliceMin
Argenteuil 95100 (Val Sud),95100,95,48.94681420000001,2.2385848,1.2377596766982115,0.12055555555555555
Armentières-en-Brie 77440,77440,77,48.97866240000001,3.0216469,9.871377542773345,0.31722222222222224
Arnouville 95400,95400,95,48.9892126,2.4202824,1.7357062404008585,0.0975
Arnouville 95400 (Centre-ville),95400,95,48.9892126,2.4202824,1.7357062404008585,0.0975
Arnouville 95400 (Claude Demange),95400,95,48.9833,2.4167,1.8252341227765552,0.16194444444444445
Arnouville 95400 (Cottage - Beauséjour),95400,95,48.9867689,2.4205692,1.9720704584924968,0.11805555555555555
Arnouville 95400 (Robert Schuman - Stade),95400,95,48.9833,2.4167,1.8252341227765552,0.16194444444444445
Arnouville 95400 (Vieux Pays - Le Petit Parc),95400,95,48.9833,2.4167,1.8252341227765552,0.16194444444444445
Arpajon 91290,91290,91,48.5902899,2.2477303,0.3374225390526745,0.04388888888888889
Asnières-sur-Oise 95270,95270,95,49.133908899999994,2.3541272999999996,13.590854015303412,0.35694444444444445
Asnières-sur-Seine 92600 (Bécon - Bourguignons),92600,92,48.9167,2.2833,1.1021119432655697,0.14777777777777779
Asnières-sur-Seine 92600 (Centre-ville),92600,92,48.9089508,2.290992,0.38010014709058715,0.021944444444444444
Asnières-sur-Seine 92600 (Coubertin),92600,92,48.92797460000001,2.2842434,0.6924149981418662,0.08611111111111111
Asnières-sur-Seine 92600 (Gresillons - Voltaire),92600,92,48.9126973,2.2961891,0.944550850786353,0.065
Athis-Mons 91200 (Centre-ville),91200,91,48.710345,2.3839322,0.24537915063279986,0.034722222222222224
Athis-Mons 91200 (Le Noyer Renard),91200,91,48.7047676,2.3633442,1.4626872420792119,0.08416666666666667
Athis-Mons 91200 (Mons - Plaine Basse),91200,91,48.7058874,2.4001304,1.3294375941954222,0.07944444444444444
Athis-Mons 91200 (Plateau - Pyramide),91200,91,48.7052,2.3915,0.7527453468480282,0.07166666666666667
Athis-Mons 91200 (Val d'Athis),91200,91,48.7006701,2.3879511000000004,0.9463940796810842,0.09333333333333334
Attainville 95570,95570,95,49.0578463,2.3446221,7.691994945664934,0.25527777777777777
Aubergenville 78410,78410,78,48.9591392,1.8554319,5.911253804302401,0.18583333333333332
Aubervilliers 93300 (Centre-ville - Victor Hugo),93300,93,48.9167,2.3833,0.3848135524325956,0.03805555555555556
Aubervilliers 93300 (Landy-Plaine - Marcreus - Pressensé),93300,93,48.9167,2.3833,0.3848135524325956,0.03805555555555556
Aubervilliers 93300 (Maladerie - Emile Dubois),93300,93,48.9167,2.3833,0.3848135524325956,0.03805555555555556
Auffargis 78610,78610,78,48.6998475,1.8861417,7.342240906548381,0.19416666666666665
Aufferville 77570,77570,77,48.2147269,2.6098629,9.102163822351532,0.19527777777777777
Auffreville-Brasseuil 78930,78930,78,48.9548027,1.7102362000000002,4.090802430003191,0.21055555555555555
Aulnay-sous-Bois 93600,93600,93,48.934231,2.499789,0.7816563961575915,0.06833333333333333
Aulnay-sous-Bois 93600 (Balagny - La Plaine - Tour Eiffel),93600,93,48.9381,2.494,1.2970074847010087,0.10861111111111112
Aulnay-sous-Bois 93600 (Chanteloup - Pont de l'Union),93600,93,48.9381,2.494,1.2970074847010087,0.10861111111111112
Aulnay-sous-Bois 93600 (Mairie - Paul Bert),93600,93,48.93622420000001,2.4901249,1.251053571700694,0.1388888888888889
Aulnay-sous-Bois 93600 (Merisiers - Etangs),93600,93,48.9381,2.494,1.2970074847010087,0.10861111111111112
Aulnay-sous-Bois 93600 (Nonneville),93600,93,48.9244135,2.4898459,0.829830019935556,0.07861111111111112
Aulnay-sous-Bois 93600 (Ouest Edgar Degas),93600,93,48.9381,2.494,1.2970074847010087,0.10861111111111112
Aulnay-sous-Bois 93600 (Prevoyant - Le Parc),93600,93,48.9381,2.494,1.2970074847010087,0.10861111111111112
Aulnay-sous-Bois 93600 (Savigny - Mitry),93600,93,48.9381,2.494,1.2970074847010087,0.10861111111111112
Aulnay-sous-Bois 93600 (Vieux Pays - Roserai - Bourg),93600,93,48.9381,2.494,1.2970074847010087,0.10861111111111112
Aulnay-sur-Mauldre 78126,78126,78,48.92968629999999,1.8411487,9.127611572887128,0.31277777777777777
Auteuil 78770,78770,78,48.84148029999999,1.8219502,10.609483118362823,0.28555555555555556
Autouillet 78770,78770,78,48.847801,1.8029969,12.132810797985597,0.3194444444444444
Auvernaux 91830,91830,91,48.5278488,2.4926321,9.209172428050925,0.2966666666666667
Auvers-Saint-Georges 91580,91580,91,48.4914374,2.2197404,7.278921084836651,0.18472222222222223
Auvers-sur-Oise 95430,95430,95,49.0701875,2.1718687,6.871889060423768,0.3011111111111111
Avon 77210 (Bercelle - Gare),77210,77,48.4164685,2.7240546,2.0679388944120918,0.1711111111111111
Avon 77210 (Butte Montceau),77210,77,48.4117517,2.7372456,2.7760600475924107,0.24305555555555555
Avon 77210 (Centre-ville - Village),77210,77,48.40488670000001,2.7207225,1.4949306208067454,0.15805555555555556
Avon 77210 (Terrasses - Valvins),77210,77,48.4022,2.7202,1.5185316859855391,0.1825
Avon 77210 (Vallée),77210,77,48.4099162,2.725151,1.857733899823316,0.17055555555555554
Avrainville 91630,91630,91,48.5623782,2.247154,2.85294409765318,0.16083333333333333
Bagneaux-sur-Loing 77167,77167,77,48.2314677,2.7042711,4.009065093610469,0.15472222222222223
Bagneux 92220 (Centre-ville),92220,92,48.797668,2.30882,0.4486022733763114,0.04722222222222222
Bagneux 92220 (Champ des Oiseaux),92220,92,48.7956,2.3080000000000003,0.2144656521894507,0.03111111111111111
Bagneux 92220 (La Rapie),92220,92,48.7956,2.3080000000000003,0.2144656521894507,0.03111111111111111
Bagneux 92220 (Pierre Plate - Prunier Hardy - Anatole France),92220,92,48.7956,2.3080000000000003,0.2144656521894507,0.03111111111111111
Bagneux 92220 (Schweitzer - Barbanson - Paul Vaillant Couturier),92220,92,48.7956,2.3080000000000003,0.2144656521894507,0.03111111111111111
Bagneux 92220 (Tertres - Cuverons - Brugnauts),92220,92,48.7956,2.3080000000000003,0.2144656521894507,0.03111111111111111
Bagnolet 93170,93170,93,48.8688199,2.4173658,1.5183337182679302,0.14916666666666667
Bagnolet 93170 (Centre Sud),93170,93,48.8639559,2.4198754,1.6541871547811144,0.18444444444444444
Bagnolet 93170 (Centre-ville),93170,93,48.8680748,2.4191391,1.6199413458874665,0.14444444444444443
Bagnolet 93170 (La Dhuys),93170,93,48.8728112,2.4165411,1.07050841783604,0.11611111111111111
Bagnolet 93170 (Le Plateau),93170,93,48.8766714,2.4307333,1.3171801996275492,0.14166666666666666
Bagnolet 93170 (Les Coutures),93170,93,48.8593943,2.4189958,1.8009404671171656,0.1922222222222222
Bagnolet 93170 (Les Malassis),93170,93,48.8726008,2.4248853,1.3073523644331726,0.13833333333333334
Bailly 78870,78870,78,48.838001,2.0802293,3.555662467208384,0.13277777777777777
Bailly-Romainvilliers 77700,77700,77,48.8468159,2.8212923,3.01964307519037,0.16055555555555556
Ballainvilliers 91160,91160,91,48.6752123,2.2944783,2.268759019873172,0.14194444444444446
Ballancourt-sur-Essonne 91610,91610,91,48.5262129,2.3858373,11.404709485971395,0.43694444444444447
Balloy 77118,77118,77,48.3981657,3.1467331,14.168757769908384,0.3258333333333333
Banthelu 95420,95420,95,49.12663010000001,1.8148772000000002,19.385392279889615,0.39666666666666667
Barbizon 77630,77630,77,48.4447386,2.6064391,8.176951006781433,0.2386111111111111
Baulne 91590,91590,91,48.4931951,2.3598564,13.540405010100267,0.4008333333333333
Bazainville 78550,78550,78,48.804351200000006,1.668678,20.756884420301464,0.44333333333333336
Bazemont 78580,78580,78,48.92834660000001,1.8649214,8.411237439341992,0.30583333333333335
Bazoches-lès-Bray 77118,77118,77,48.39845800000001,3.1884553,17.258420147102377,0.3572222222222222
Bazoches-sur-Guyonne 78490,78490,78,48.7778977,1.8601198,6.658605649492006,0.26555555555555554
Beauchamp 95250,95250,95,49.0115876,2.1993602,2.7743827318799497,0.1363888888888889
Beauchery-Saint-Martin 77560,77560,77,48.61625720000001,3.4029092000000003,9.688575907734524,0.19444444444444445
Beaumont-du-Gâtinais 77890,77890,77,48.1365394,2.4763389,22.299814894027456,0.3775
Beaumont-sur-Oise 95260,95260,95,49.14193220000001,2.2849324,13.739505550536414,0.35555555555555557
Bellot 77510,77510,77,48.8570412,3.3182562000000004,17.680467156923932,0.3363888888888889
Belloy-en-France 95270,95270,95,49.089280200000005,2.367884,9.018065120506819,0.27
Bennecourt 78270,78270,78,49.041242,1.560926,11.628551218994993,0.3441666666666667
Bernay-Vilbert 77540,77540,77,48.6763829,2.9377531,18.767260128468664,0.42333333333333334
Bernes-sur-Oise 95340,95340,95,49.1620172,2.2985653,16.164773375834663,0.4241666666666667
Bessancourt 95550,95550,95,49.0372777,2.2136286,2.107296814023568,0.1388888888888889
Beton-Bazoches 77320,77320,77,48.701738,3.2444338,16.040129534346853,0.31972222222222224
Beynes 78650,78650,78,48.8558793,1.8735151,7.715043251666106,0.18194444444444444
Bezons 95870,95870,95,48.9250016,2.2105491,0.5116687945083486,0.04888888888888889
Bezons 95870 (Agriculture),95870,95,48.9243,2.2128,0.5182356957312143,0.06055555555555556
Bezons 95870 (Centre-ville),95870,95,48.9250016,2.2105491,0.5116687945083486,0.04888888888888889
Bezons 95870 (Chênes - Val Notre Dame),95870,95,48.9243,2.2128,0.5182356957312143,0.06055555555555556
Bezons 95870 (Nouveau Bezons),95870,95,48.9204595,2.2047466,1.170030602284846,0.10888888888888888
Bièvres 91570,91570,91,48.7547679,2.2170148,4.8751395143703515,0.2125
Blandy 77115,77115,77,48.56740070000001,2.7824287,9.394566092113557,0.2511111111111111
Blaru 78270,78270,78,49.0490725,1.4784398,17.46847315716194,0.3536111111111111
Blennes 77940,77940,77,48.2576831,3.023088,14.504814460864708,0.3163888888888889
Bobigny 93000 (Edouard Vaillant),93000,93,48.9095459,2.4606604,0.7515850092295133,0.0811111111111111
Bobigny 93000 (Pierre Sémard),93000,93,48.9102905,2.4456892000000003,0.34897917755545843,0.055
Boigneville 91720,91720,91,48.33506679999999,2.3741995,19.290157456398443,0.41805555555555557
Boinville-en-Mantois 78930,78930,78,48.9298152,1.7568301,7.9633875346156335,0.26361111111111113
Boinville-le-Gaillard 78660,78660,78,48.4938398,1.8705744,17.531042094108077,0.3411111111111111
Bois-Colombes 92270 (Jean Mermoz),92270,92,48.9212098,2.2719608,0.981442529219709,0.11305555555555556
Bois-d'Arcy 78390 (Les Jardins d'Arcy - La Normandie - La Colombe),78390,78,48.7997,2.0232,2.169123527994632,0.13444444444444445
Bois-d'Arcy 78390 (Les Langots - La Croix Bonnet - Forêt Domaniale),78390,78,48.7997,2.0232,2.169123527994632,0.13444444444444445
Bois-d'Arcy 78390 (Raymond Falaize - Bois Gazé),78390,78,48.7997,2.0232,2.169123527994632,0.13444444444444445
Bois-le-Roi 77590,77590,77,48.4754789,2.6939537,6.787558470859095,0.22527777777777777
Boisemont 95000,95000,95,49.0223999,2.0026375,1.6492514203184783,0.0975
Boissettes 77350,77350,77,48.520592,2.6103240000000003,1.3654347554978974,0.27666666666666667
Boissise-le-Roi 77310,77310,77,48.5280356,2.5737655,4.114447495463659,0.33361111111111114
Boissy-Mauvoisin 78200,78200,78,48.9622992,1.5814613000000002,9.270511851047678,0.31
Boissy-Saint-Léger 94470 (Bois Clary),94470,94,48.753992,2.5298126,1.9333475133537572,0.11027777777777778
Boissy-Saint-Léger 94470 (Centre-ville - Progrès),94470,94,48.7515,2.5116,0.6348647074794866,0.06166666666666667
Boissy-Saint-Léger 94470 (Savreau - Gare),94470,94,48.7515,2.5116,0.6348647074794866,0.06166666666666667
Boissy-l'Aillerie 95650,95650,95,49.0770562,2.0291683000000003,5.945438714399759,0.19916666666666666
Boissy-la-Rivière 91690,91690,91,48.374679,2.1530914,7.030927213085359,0.20027777777777778
Boissy-le-Châtel 77169,77169,77,48.8268,3.1357,3.896180268346299,0.11805555555555555
Boissy-le-Cutté 91590,91590,91,48.4706356,2.28429,9.631154372621447,0.2363888888888889
Boissy-sous-Saint-Yon 91790,91790,91,48.5486852,2.2124998,4.976479137814893,0.20166666666666666
Bondoufle 91070,91070,91,48.614973600000006,2.3835366,3.8331532668588197,0.1613888888888889
Bondy 93140,93140,93,48.9031,2.48291,0.27157950237312917,0.021944444444444444
Bondy 93140 (La Mare à Veuve),93140,93,48.89403239999999,2.4791346,0.9947961445854047,0.0975
Bondy 93140 (Le Saule Blanc),93140,93,48.9035417,2.4920707,0.48790741059174403,0.10972222222222222
Bondy 93140 (Les Mérisiers),93140,93,48.9129869,2.4879975,1.2582740048004393,0.135
Bondy 93140 (Moulin à Vent - Le Mainguy),93140,93,48.9018,2.4893,0.24227859075477812,0.08361111111111111
Bonnelles 78830,78830,78,48.6182,2.02973,15.554117780480007,0.39944444444444444
Bonneuil-en-France 95500,95500,95,48.9748734,2.4332879000000003,1.5349402936056407,0.12361111111111112
Bonneuil-sur-Marne 94380 (Centre-ville - Parc du Raincy),94380,94,48.7695,2.4793,1.5337122440374915,0.12527777777777777
Bonneuil-sur-Marne 94380 (Haut-Bonneuil),94380,94,48.7695,2.4793,1.5337122440374915,0.12527777777777777
Bonnières-sur-Seine 78270,78270,78,49.0371276,1.5805027,10.157168538727648,0.2644444444444444
Bouafle 78410,78410,78,48.96449439999999,1.9001777,3.7653826747005463,0.18055555555555555
Bouffémont 95570,95570,95,49.0431342,2.2991001,5.322297060422189,0.23583333333333334
Bougival 78380,78380,78,48.8642975,2.1377696,1.7126070733479284,0.09833333333333333
Bouleurs 77580,77580,77,48.88019,2.907062,8.41013871684167,0.2972222222222222
Boullay-les-Troux 91470,91470,91,48.6790214,2.0486843,8.943859092172252,0.3075
Boulogne-Billancourt 92100 (Château - Les Princes Marmottan),92100,92,48.8333,2.25,0.718411247837934,0.08722222222222223
Boulogne-Billancourt 92100 (Renault - Billancourt),92100,92,48.8272833,2.2419446,0.898294193844563,0.0875
Boulogne-Billancourt 92100 (Vaillant - Marcel Sembat),92100,92,48.83458220000001,2.2422707,0.14120493889688915,0.0077777777777777776
Bouray-sur-Juine 91850,91850,91,48.5207694,2.299413,8.493917144496649,0.2563888888888889
Bourg-la-Reine 92340 (Bas Coquarts),92340,92,48.7866359,2.3110726,0.8743566130596334,0.08472222222222223
Bourg-la-Reine 92340 (Fontaine - Grelot),92340,92,48.77403320000001,2.3179042,2.114599601382333,0.1411111111111111
Bourron-Marlotte 77780,77780,77,48.3408614,2.7056355,7.288267805417165,0.22361111111111112
Boussy-Saint-Antoine 91800,91800,91,48.6887478,2.5299905,1.917668421241969,0.09805555555555556
Boutigny-sur-Essonne 91820,91820,91,48.437427,2.3805733,16.025093771950225,0.4216666666666667
Bray-et-Lû 95710,95710,95,49.1395811,1.6585408,29.880955504040255,0.5419444444444445
Bray-sur-Seine 77480,77480,77,48.4149956,3.2394035,16.97346331301596,0.39944444444444444
Breuil-Bois-Robert 78930,78930,78,48.9445389,1.71502,5.278136468365305,0.215
Breuillet 91650,91650,91,48.5668797,2.1729461,5.795270585493219,0.20777777777777778
Breux-Jouy 91650,91650,91,48.5508514,2.1639559,7.253239766489666,0.2683333333333333
Brie-Comte-Robert 77170 (Centre-ville),77170,77,48.6719,2.6973,6.928653454877281,0.18194444444444444
Brie-Comte-Robert 77170 (Leclerc - Verdun),77170,77,48.6719,2.6973,6.928653454877281,0.18194444444444444
Briis-sous-Forges 91640,91640,91,48.62469160000001,2.1243349,7.380878072170059,0.26722222222222225
Brières-les-Scellés 91150,91150,91,48.4577346,2.1388602000000003,2.919847663342103,0.13333333333333333
Brueil-en-Vexin 78440,78440,78,49.0311665,1.8172217,7.826700968024913,0.27694444444444444
Brunoy 91800,91800,91,48.697931200000006,2.5044613,0.3742806563081749,0.06777777777777778
Brunoy 91800 (Centre-ville),91800,91,48.6991148,2.5064435,0.5025841969062482,0.0725
Brunoy 91800 (Nord),91800,91,48.6942,2.4922,0.981038473470371,0.08555555555555555
Brunoy 91800 (Sud),91800,91,48.6942,2.4922,0.981038473470371,0.08555555555555555
Bruyères-le-Châtel 91680,91680,91,48.5922609,2.1909499,3.99771592841252,0.15333333333333332
Bruyères-sur-Oise 95820,95820,95,49.1573165,2.3301301,16.51835008563209,0.4802777777777778
Bry-sur-Marne 94360,94360,94,48.8352872,2.5193322,2.678008579691937,0.21222222222222223
Bry-sur-Marne 94360 (Centre-ville - Gare),94360,94,48.8381,2.5249,3.092479716136577,0.22416666666666665
Bry-sur-Marne 94360 (Coudrais - Fontaines Giroux),94360,94,48.8381,2.5249,3.092479716136577,0.22416666666666665
Bry-sur-Marne 94360 (Maisons Rouges - Saint-Camille - Plâteau),94360,94,48.8381,2.5249,3.092479716136577,0.22416666666666665
Bry-sur-Marne 94360 (Pépinière),94360,94,48.8451761,2.5173658,2.7231069078067587,0.245
Bréau 77720,77720,77,48.5620927,2.8806749,16.38391963369529,0.3252777777777778
Brétigny-sur-Orge 91220,91220,91,48.6099887,2.3075288,3.2543119723114935,0.17222222222222222
Brétigny-sur-Orge 91220 (Cendrennes - Bois de Châtres),91220,91,48.6113,2.3059,3.23568913205627,0.16972222222222222
Brétigny-sur-Orge 91220 (Centre-ville),91220,91,48.6068032,2.3020586,3.789034933138465,0.14888888888888888
Brétigny-sur-Orge 91220 (La Fontaine),91220,91,48.615619,2.305107,2.9732062890015065,0.09944444444444445
Brétigny-sur-Orge 91220 (La Roseraie),91220,91,48.6057402,2.3118057,3.42766742911967,0.1688888888888889
Brétigny-sur-Orge 91220 (Moinerie),91220,91,48.5983284,2.3042867,4.421066413938669,0.18083333333333335
Bréval 78980,78980,78,48.9447453,1.5331841999999998,13.277043349356694,0.3975
Buc 78530,78530,78,48.7739339,2.1259014,3.1252523995958814,0.18
Buchelay 78200,78200,78,48.9793554,1.6716534,2.468007337891586,0.17694444444444443
Buhy 95770,95770,95,49.19277279999999,1.6929256,30.92316673907522,0.5136111111111111
Bullion 78830,78830,78,48.6221663,1.9945126,12.924489743707715,0.33944444444444444
Bures-sur-Yvette 91440,91440,91,48.6972179,2.1632719,1.5713915825201434,0.10583333333333333
Bussy-Saint-Georges 77600 (Clos - Tillet - Génitoy - Golf),77600,77,48.849,2.6904,2.751995259646228,0.0961111111111111
Butry-sur-Oise 95430,95430,95,49.0856723,2.1979556000000002,7.402348420725956,0.2927777777777778
COMMENY 95450,95450,95,49.1271097,1.8904928,15.427484955953988,0.33916666666666667
Cachan 94230,94230,94,48.79454129999999,2.3340758,1.5151291467054706,0.11583333333333333
Cachan 94230 (Coteau),94230,94,48.79454129999999,2.3340758,1.5151291467054706,0.11583333333333333
Cachan 94230 (La Plaine),94230,94,48.78823870000001,2.334002,1.2235243308153134,0.06472222222222222
Cachan 94230 (Ouest Nord),94230,94,48.7963,2.3366,1.2499256169304747,0.10111111111111111
Cachan 94230 (Ouest Sud),94230,94,48.7963,2.3366,1.2499256169304747,0.10111111111111111
Cannes-Écluse 77130,77130,77,48.3641051,2.9920342,3.2594266701582506,0.10694444444444444
Carnetin 77400,77400,77,48.9006464,2.7046898,2.7341238244736727,0.19277777777777777
Carrières-sous-Poissy 78955 (Le Ronceray),78955,78,48.9527563,2.0423087,2.8962804459628346,0.1486111111111111
Carrières-sous-Poissy 78955 (Les Fleurs),78955,78,48.945150700000006,2.0247887,2.4635670492686454,0.13
Carrières-sous-Poissy 78955 (Les Oiseaux),78955,78,48.9389422,2.0150843000000003,2.483251835751448,0.15333333333333332
Carrières-sous-Poissy 78955 (Saint-Blaise),78955,78,48.9495,2.0407,2.540950992299346,0.15666666666666668
Carrières-sous-Poissy 78955 (Saint-Louis - Champfleury),78955,78,48.9495,2.0407,2.540950992299346,0.15666666666666668
Carrières-sur-Seine 78420 (Allouettes - Réveil Matin - Printemps),78420,78,48.9069,2.1792,2.1507391953808956,0.14
Carrières-sur-Seine 78420 (Catelaine - Vignes Blanches),78420,78,48.9069,2.1792,2.1507391953808956,0.14
Carrières-sur-Seine 78420 (Centre historique),78420,78,48.9069,2.1792,2.1507391953808956,0.14
Carrières-sur-Seine 78420 (Fermettes - Amandiers - Colombier),78420,78,48.9069,2.1792,2.1507391953808956,0.14
Cergy 95000,95000,95,49.0527528,2.0388736,3.7357238152084604,0.1272222222222222
Cergy 95000 (Axe Majeur - Horloge),95000,95,49.0506875,2.0337028000000004,3.458077407380508,0.1638888888888889
Cergy 95000 (Bords d'Oise),95000,95,49.05,2.1,1.728467090973964,0.1438888888888889
Cergy 95000 (Coteaux),95000,95,49.0415482,2.0640967,1.5648688499716068,0.1322222222222222
Cergy 95000 (Grand Centre),95000,95,49.0527528,2.0388736,3.7357238152084604,0.1272222222222222
Cergy 95000 (Orée du Bois),95000,95,49.05,2.1,1.728467090973964,0.1438888888888889
Cergy 95800,95800,95,49.0527528,2.0388736,3.7357238152084604,0.1272222222222222
Cergy 95800 (Axe Majeur - Horloge),95800,95,49.0506875,2.0337028000000004,3.458077407380508,0.1638888888888889
Cergy 95800 (Les Hauts-de-Cergy),95800,95,49.04851170000001,2.0091564,3.359919810254301,0.15555555555555556
Cergy 95800 (Orée du Bois),95800,95,49.0364,2.0761,0.6654628710414516,0.06777777777777778
Cernay-la-Ville 78720,78720,78,48.6731134,1.974341,10.460555141331923,0.4197222222222222
Cerny 91590,91590,91,48.4762984,2.3296911,12.993135068957239,0.3138888888888889
Cesson 77240,77240,77,48.5624381,2.6021145,2.939619872547213,0.15888888888888889
Chailly-en-Bière 77930,77930,77,48.4669449,2.608877,5.889563791730628,0.1738888888888889
Chailly-en-Brie 77120,77120,77,48.78927210000001,3.1242603,3.853902085091205,0.13166666666666665
Chalautre-la-Petite 77160,77160,77,48.5289233,3.313947,3.8494541735014467,0.1502777777777778
Chalo-Saint-Mars 91780,91780,91,48.4278265,2.0666569,7.282675701236851,0.21861111111111112
Chalou-Moulineux 91740,91740,91,48.3851153,2.0206369,12.105821554730516,0.2594444444444444
Chamarande 91730,91730,91,48.5136159,2.2174622000000004,8.511820048519581,0.2411111111111111
Chambourcy 78240,78240,78,48.9058999,2.0396454,2.3324998373287347,0.13722222222222222
Chambry 77910,77910,77,48.998579,2.8937506,4.834341064267515,0.21555555555555556
Chamigny 77260,77260,77,48.9737096,3.151646,18.449767586043173,0.3836111111111111
Champagne-sur-Oise 95660,95660,95,49.1339431,2.2312397,12.315944135820725,0.36666666666666664
Champagne-sur-Seine 77430,77430,77,48.3948577,2.8028617,2.3444708332598707,0.16555555555555557
Champcueil 91750,91750,91,48.5149123,2.4500815,10.72027997323239,0.42944444444444446
Champigny-sur-Marne 94500,94500,94,48.8137759,2.5107384,2.2641177430508805,0.12805555555555556
Champigny-sur-Marne 94500 (Centre-ville - Coteaux),94500,94,48.8164,2.4937,2.3210513936692605,0.21916666666666668
Champigny-sur-Marne 94500 (Coeuilly Village Parisien),94500,94,48.8164,2.4937,2.3210513936692605,0.21916666666666668
